event_date,new,retained,total,app::multi-filter
2017-02-07,3129,6395,9524,AngryBirdsSpaceFull
2017-02-07,1343,3128,4471,Yellow
2017-02-07,1791,6811,8602,Crimson
2017-02-07,1935,4793,6728,AngryBirdsStarWarsFull
2017-02-07,718,467,1185,abactionchinaandroid_1d7ba513
2017-02-07,33,195,228,toonstvappletv_7c3cb333
2017-02-07,4646,356,5002,ChannelWeb
2017-02-07,4290,11354,15644,AngryBirdsRioFull
2017-02-07,18,21,39,tntgame_149fb4d3
2017-02-07,829,2070,2899,Gold
2017-02-07,1264,4443,5707,BadPiggiesFull
2017-02-07,2002,10680,12682,ChannelSmartTv
2017-02-07,980,2327,3307,AngryBirdsSeasonsFull
2017-02-07,203,937,1140,AngryBirdsStarWarsLight
2017-02-07,55,97,152,abactionchina_49cba9cb
2017-02-07,191,599,790,Birdkeeper
2017-02-07,4024,713,4737,rovio_3bb4586d
2017-02-07,130,688,818,purpleamazonfire_74641a18
2017-02-07,623,5371,5994,AngryBirdsClassicLight
2017-02-07,1,2,3,abbafortumo_6df226f7
2017-02-07,1068,3539,4607,AngryBirdsFriends
2017-02-07,146,374,520,popcorn_7901fbf5
2017-02-07,634,1385,2019,AngryBirdsClassicTalkweb
2017-02-07,469,1696,2165,toonstvmade4samsung_6d2a0fc4
2017-02-07,58,616,674,BadPiggiesLight
2017-02-07,66,479,545,AngryBirdsSpaceLight
2017-02-07,8,74,82,ChannelAngryBirdsRoost
2017-02-07,3883,11720,15603,AngryBirdsClassic
2017-02-07,3937,5882,9819,Abba
2017-02-07,94,826,920,badpiggiesodyssey_38481962
2017-02-07,211,444,655,PurpleChina
2017-02-07,1494,4172,5666,BlueSteel
2017-02-07,989,758,1747,toonstvkidoz_c161558
2017-02-07,2,8,10,abbakunluniosgpchina_1fffd0c2
2017-02-07,151,888,1039,Purple
2017-02-07,158,167,325,angrybirdsfortumo_7bf816e1
2017-02-07,337,2668,3005,ChannelRoku
2017-01-08,7320,16512,23832,AngryBirdsClassic
2017-01-08,5492,341,5833,ChannelWeb
2017-01-08,2391,4597,6988,Yellow
2017-01-08,1767,4784,6551,BlueSteel
2017-01-08,1439,3174,4613,Gold
2017-01-08,116,371,487,PurpleChina
2017-01-08,,1,1,abbafortumo_6df226f7
2017-01-08,60,88,148,abactionchina_49cba9cb
2017-01-08,6628,14386,21014,AngryBirdsRioFull
2017-01-08,97,673,770,AngryBirdsSpaceLight
2017-01-08,216,766,982,Birdkeeper
2017-01-08,2085,6026,8111,BadPiggiesFull
2017-01-08,4040,7094,11134,AngryBirdsSpaceFull
2017-01-08,78,273,351,toonstvappletv_7c3cb333
2017-01-08,111,938,1049,BadPiggiesLight
2017-01-08,981,3136,4117,AngryBirdsSeasonsFull
2017-01-08,3794,11618,15412,ChannelSmartTv
2017-01-08,3309,9131,12440,Crimson
2017-01-08,185,972,1157,badpiggiesodyssey_38481962
2017-01-08,459,1191,1650,AngryBirdsClassicTalkweb
2017-01-08,1297,286,1583,toonstvkidoz_c161558
2017-01-08,219,495,714,popcorn_7901fbf5
2017-01-08,3951,107,4058,rovio_3bb4586d
2017-01-08,2886,6376,9262,AngryBirdsStarWarsFull
2017-01-08,407,290,697,angrybirdsfortumo_7bf816e1
2017-01-08,26,33,59,tntgame_149fb4d3
2017-01-08,15,102,117,ChannelAngryBirdsRoost
2017-01-08,402,1493,1895,AngryBirdsStarWarsLight
2017-01-08,202,1248,1450,Purple
2017-01-08,530,3171,3701,ChannelRoku
2017-01-08,486,311,797,abactionchinaandroid_1d7ba513
2017-01-08,5697,7629,13326,Abba
2017-01-08,1417,1949,3366,toonstvmade4samsung_6d2a0fc4
2017-01-08,216,772,988,purpleamazonfire_74641a18
2017-01-08,1101,7592,8693,AngryBirdsClassicLight
2017-01-08,6956,27922,34878,Toonstv
2017-01-08,1555,4503,6058,AngryBirdsFriends
2017-01-08,3,5,8,abbakunluniosgpchina_1fffd0c2
2017-02-02,137,847,984,Purple
2017-02-02,858,646,1504,toonstvkidoz_c161558
2017-02-02,183,614,797,Birdkeeper
2017-02-02,64,517,581,AngryBirdsSpaceLight
2017-02-02,4557,11072,15629,AngryBirdsRioFull
2017-02-02,805,2097,2902,Gold
2017-02-02,504,1646,2150,toonstvmade4samsung_6d2a0fc4
2017-02-02,139,368,507,popcorn_7901fbf5
2017-02-02,1111,3682,4793,BlueSteel
2017-02-02,1822,4623,6445,AngryBirdsStarWarsFull
2017-02-02,4534,23638,28172,Toonstv
2017-02-02,1859,6479,8338,Crimson
2017-02-02,943,2255,3198,AngryBirdsSeasonsFull
2017-02-02,9,22,31,tntgame_149fb4d3
2017-02-02,114,680,794,purpleamazonfire_74641a18
2017-02-02,1374,3027,4401,Yellow
2017-02-02,66,621,687,BadPiggiesLight
2017-02-02,42,170,212,toonstvappletv_7c3cb333
2017-02-02,4049,6930,10979,AngryBirdsSpaceFull
2017-02-02,4518,336,4854,ChannelWeb
2017-02-02,278,2529,2807,ChannelRoku
2017-02-02,90,766,856,badpiggiesodyssey_38481962
2017-02-02,3848,6007,9855,Abba
2017-02-02,3977,11408,15385,AngryBirdsClassic
2017-02-02,681,5344,6025,AngryBirdsClassicLight
2017-02-02,2058,10912,12970,ChannelSmartTv
2017-02-02,1210,3601,4811,AngryBirdsFriends
2017-02-02,7,10,17,abbakunluniosgpchina_1fffd0c2
2017-02-02,203,182,385,angrybirdsfortumo_7bf816e1
2017-02-02,624,1260,1884,AngryBirdsClassicTalkweb
2017-02-02,10,86,96,ChannelAngryBirdsRoost
2017-02-02,184,453,637,PurpleChina
2017-02-02,4124,285,4409,rovio_3bb4586d
2017-02-02,1464,4312,5776,BadPiggiesFull
2017-02-02,158,940,1098,AngryBirdsStarWarsLight
2017-02-02,798,456,1254,abactionchinaandroid_1d7ba513
2017-02-02,87,97,184,abactionchina_49cba9cb
