"2015-09-01","2636875"
"2015-09-02","2593734"
"2015-09-03","2696229"
"2015-09-04","3158350"
"2015-09-05","4044997"
"2015-09-06","3600806"
"2015-09-07","3016268"
"2015-09-08","2432477"
"2015-09-09","2387405"
"2015-09-10","2430658"
"2015-09-11","2716944"
"2015-09-12","3805198"
"2015-09-13","3537904"
"2015-09-14","2258310"
"2015-09-15","2223582"
"2015-09-16","2259866"
"2015-09-17","2188135"
"2015-09-18","2648500"
"2015-09-19","3866539"
"2015-09-20","3706372"
"2015-09-21","2246274"
"2015-09-22","2198865"
"2015-09-23","2356449"
"2015-09-24","2390224"
"2015-09-25","2819577"
"2015-09-26","3949065"
"2015-09-27","3703948"
"2015-09-28","2386214"
"2015-09-29","2342821"
"2015-09-30","2401230"
"2015-10-01","2881788"
"2015-10-02","3840450"
"2015-10-03","5405148"
"2015-10-04","5295229"
"2015-10-05","3550327"
"2015-10-06","3439078"
"2015-10-07","3254709"
"2015-10-08","3373673"
"2015-10-09","3753090"
"2015-10-10","4767392"
"2015-10-11","4479206"
"2015-10-12","3244735"
"2015-10-13","2944485"
"2015-10-14","3112908"
"2015-10-15","3184019"
"2015-10-16","3421353"
"2015-10-17","4478947"
"2015-10-18","4170805"
"2015-10-19","2660361"
"2015-10-20","2618282"
"2015-10-21","2642493"
"2015-10-22","2802315"
"2015-10-23","3261178"
"2015-10-24","4391870"
"2015-10-25","4137230"
"2015-10-26","2791537"
"2015-10-27","2719072"
"2015-10-28","2790392"
"2015-10-29","2861911"
"2015-10-30","3160206"
"2015-10-31","3978275"
"2015-11-01","3728257"
"2015-11-02","2674530"
"2015-11-03","2563846"
"2015-11-04","2567473"
"2015-11-05","2513890"
"2015-11-06","2944033"
"2015-11-07","4215842"
"2015-11-08","3846142"
"2015-11-09","2364278"
"2015-11-10","2352288"
"2015-11-11","2705674"
"2015-11-12","2403530"
"2015-11-13","2782750"
"2015-11-14","3960517"
"2015-11-15","3729476"
"2015-11-16","2468647"
"2015-11-17","2451504"
"2015-11-18","2504529"
"2015-11-19","2584012"
"2015-11-20","3054002"
"2015-11-21","4285721"
"2015-11-22","3895714"
"2015-11-23","2622068"
"2015-11-24","2694229"
"2015-11-25","2919807"
"2015-11-26","3031538"
"2015-11-27","3302322"
"2015-11-28","3895661"
"2015-11-29","3745906"
"2015-11-30","2519126"
"2015-12-01","2497815"
"2015-12-02","2546439"
"2015-12-03","2565919"
"2015-12-04","2875254"
"2015-12-05","3994095"
"2015-12-06","3553928"
"2015-12-07","2362253"
"2015-12-08","2366463"
"2015-12-09","2339770"
"2015-12-10","2388821"
"2015-12-11","2728575"
"2015-12-12","3722146"
"2015-12-13","3538860"
"2015-12-14","2354222"
"2015-12-15","2325376"
"2015-12-16","2367171"
"2015-12-17","2403185"
"2015-12-18","2670824"
"2015-12-19","3408838"
"2015-12-20","3207799"
"2015-12-21","2743550"
"2015-12-22","2835802"
"2015-12-23","3028699"
"2015-12-24","3075104"
"2015-12-25","2491520"
"2015-12-26","2998669"
"2015-12-27","3214576"
"2015-12-28","3089520"
"2015-12-29","3096868"
"2015-12-30","3192707"
"2015-12-31","3379878"
"2016-01-01","3456255"
"2016-01-02","3417830"
"2016-01-03","3423155"
"2016-01-04","2795744"
"2016-01-05","2704976"
"2016-01-06","2683157"
"2016-01-07","2631215"
"2016-01-08","2853093"
"2016-01-09","3747665"
"2016-01-10","3517190"
"2016-01-11","2503405"
"2016-01-12","2576653"
"2016-01-13","2584084"
"2016-01-14","2602012"
"2016-01-15","2928773"
"2016-01-16","4050963"
"2016-01-17","3777147"
"2016-01-18","3011440"
"2016-01-19","2569897"
"2016-01-20","2604897"
"2016-01-21","2575091"
"2016-01-22","2905856"
"2016-01-23","3880449"
"2016-01-24","3890797"
"2016-01-25","2861682"
"2016-01-26","2765168"
"2016-01-27","2738275"
"2016-01-28","2825799"
"2016-01-29","3239534"
"2016-01-30","4166663"
"2016-01-31","3831178"
"2016-02-01","2715077"
"2016-02-02","2660012"
"2016-02-03","2680759"
"2016-02-04","2637017"
"2016-02-05","2912247"
"2016-02-06","3712240"
"2016-02-07","3532453"
"2016-02-08","2740411"
"2016-02-09","2595971"
"2016-02-10","2620176"
"2016-02-11","2583989"
"2016-02-12","2898450"
"2016-02-13","3710071"
"2016-02-14","3464710"
"2016-02-15","2957104"
"2016-02-16","2719674"
"2016-02-17","2622751"
"2016-02-18","2609625"
"2016-02-19","2846465"
"2016-02-20","3623360"
"2016-02-21","3414136"
"2016-02-22","2466048"
"2016-02-23","2550523"
"2016-02-24","2551872"
"2016-02-25","2514495"
"2016-02-26","2842625"
"2016-02-27","3800463"
"2016-02-28","3313852"
"2016-02-29","2244729"
"2016-03-01","2248137"
"2016-03-02","2616988"
